VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId
https://static.nhtsa.gov/images/vehicles/14178_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,4,3,0,2020,HYUNDAI,NEXO,2020 Hyundai Nexo SUV FWD,14416
https://static.nhtsa.gov/images/vehicles/13750_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10993P086.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10993C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10990P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10990C013.mp4,5,5,5,4,Not Rated,0.143,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10989P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10989C014.mp4,Standard,Standard,Standard,0,0,0,2020,HYUNDAI,PALISADE,2020 Hyundai Palisade SUV AWD,14545
https://static.nhtsa.gov/images/vehicles/13750_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10993P086.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10993C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10990P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10990C013.mp4,5,5,5,4,Not Rated,0.159,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10989P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10989C014.mp4,Standard,Standard,Standard,307,3,1,2020,HYUNDAI,PALISADE,2020 Hyundai Palisade SUV FWD,14415
https://static.nhtsa.gov/images/vehicles/12943_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10647P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10647C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10643P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10643C013.wmv,5,5,5,4,Not Rated,0.146,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10644P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10644C013.wmv,Standard,Standard,Standard,103,2,1,2020,HYUNDAI,SANTA FE,2020 Hyundai Santa Fe SUV AWD,14420
https://static.nhtsa.gov/images/vehicles/12943_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10647P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10647C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10643P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10643C013.wmv,5,5,5,4,Not Rated,0.155,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10644P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10644C013.wmv,Standard,Standard,Standard,103,2,1,2020,HYUNDAI,SANTA FE,2020 Hyundai Santa Fe SUV FWD,14414
https://static.nhtsa.gov/images/vehicles/14242_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v11049P085.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11049C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11048P104.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v11048C013.wmv,5,5,5,5,Not Rated,0.097,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11050P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11050C012.wmv,Standard,Standard,Standard,113,3,1,2020,HYUNDAI,SONATA,2020 Hyundai Sonata 4 DR FWD,14408
https://static.nhtsa.gov/images/vehicles/14433_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v11049P085.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11049C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11048P104.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v11048C013.wmv,5,5,5,5,Not Rated,0.097,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11050P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11050C012.wmv,Standard,Standard,Standard,0,1,1,2020,HYUNDAI,SONATA HEV,2020 Hyundai Sonata HEV 4 DR FWD,14409
https://static.nhtsa.gov/images/vehicles/13599_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09350P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09350C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09355P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09355C014.wmv,5,5,5,4,Not Rated,0.155,0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2020/v09351P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09351C014.wmv,Standard,Standard,Standard,105,1,1,2020,HYUNDAI,TUCSON,2020 Hyundai Tucson SUV AWD,14419
https://static.nhtsa.gov/images/vehicles/13599_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09350P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09350C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09355P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09355C014.wmv,5,5,5,4,Not Rated,0.162,0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2020/v09351P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09351C014.wmv,Standard,Standard,Standard,105,1,1,2020,HYUNDAI,TUCSON,2020 Hyundai Tucson SUV FWD,14413
https://static.nhtsa.gov/images/vehicles/12943_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,18,1,0,2020,HYUNDAI,VELOSTER,2020 Hyundai Veloster 3 HB FWD,14403
https://static.nhtsa.gov/images/vehicles/12865_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,HYUNDAI,VELOSTER N,2020 Hyundai Veloster N 3 HB FWD,14404
https://static.nhtsa.gov/images/vehicles/14181_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10976P087.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10976C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10979P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10979C013.wmv,5,5,5,4,Not Rated,0.143,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10975P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10975C012.wmv,Standard,Standard,Standard,33,1,0,2020,HYUNDAI,VENUE,2020 Hyundai Venue 5 HB FWD,14410
https://static.nhtsa.gov/images/vehicles/14325_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,,,Standard,Standard,Optional,1,0,0,2020,INFINITI,Q50,2020 Infiniti Q50 4 DR AWD,14531
https://static.nhtsa.gov/images/vehicles/14325_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,,,Standard,Standard,Optional,1,0,0,2020,INFINITI,Q50,2020 Infiniti Q50 4 DR RWD,14516
https://static.nhtsa.gov/images/vehicles/14324_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,1,1,0,2020,INFINITI,Q60,2020 Infiniti Q60 2 DR AWD,14532
https://static.nhtsa.gov/images/vehicles/14324_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,1,1,0,2020,INFINITI,Q60,2020 Infiniti Q60 2 DR RWD,14517
https://static.nhtsa.gov/images/vehicles/13991_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10713P088.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10713C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10716P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10716C013.wmv,5,5,5,4,Not Rated,0.147,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10717P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10717C013.wmv,Standard,Standard,Standard,10,1,1,2020,INFINITI,QX50,2020 Infiniti QX50 SUV AWD,14528
https://static.nhtsa.gov/images/vehicles/13991_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10713P088.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10713C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10716P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10716C013.wmv,5,5,5,4,Not Rated,0.155,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10717P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10717C013.wmv,Standard,Standard,Standard,10,1,1,2020,INFINITI,QX50,2020 Infiniti QX50 SUV FWD,14511
https://static.nhtsa.gov/images/vehicles/12916_st0640_046.png,5,4,4,5,,,5,5,5,,,5,5,5,4,Not Rated,0.179,0,No Tip,5,,,Standard,Standard,Optional,12,1,0,2020,INFINITI,QX60,2020 Infiniti QX60 SUV AWD,14525
https://static.nhtsa.gov/images/vehicles/12916_st0640_046.png,5,4,4,5,,,5,5,5,,,5,5,5,4,Not Rated,0.174,0,No Tip,5,,,Standard,Standard,Optional,12,1,0,2020,INFINITI,QX60,2020 Infiniti QX60 SUV FWD,14502
https://static.nhtsa.gov/images/vehicles/14207_st0640_046.png,4,3,2,3,,,5,5,5,,,5,5,5,3,Not Rated,0.219,0,No Tip,5,,,Standard,Standard,Standard,5,1,0,2020,INFINITI,QX80,2020 Infiniti QX80 SUV AWD,14533
https://static.nhtsa.gov/images/vehicles/14207_st0640_046.png,4,3,2,3,,,5,5,5,,,5,5,5,3,Not Rated,0.237,0,No Tip,5,,,Standard,Standard,Standard,5,1,0,2020,INFINITI,QX80,2020 Infiniti QX80 SUV RWD,14518
https://static.nhtsa.gov/images/vehicles/12811_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,0,0,2020,JAGUAR,E-PACE,2020 Jaguar E-PACE SUV AWD,14210
https://static.nhtsa.gov/images/vehicles/13139_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,6,2,0,2020,JAGUAR,F- PACE,2020 Jaguar F- PACE SUV AWD,14211
https://static.nhtsa.gov/images/vehicles/13670_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,2,0,2020,JAGUAR,F-TYPE,2020 Jaguar F-TYPE 2 DR RWD,14229
https://static.nhtsa.gov/images/vehicles/13670_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,2,0,2020,JAGUAR,F-TYPE,2020 Jaguar F-TYPE 2 DR AWD,14216
https://static.nhtsa.gov/images/vehicles/13712_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,2,0,2020,JAGUAR,F-TYPE CONVERTIBLE,2020 Jaguar F-TYPE Convertible 2 DR RWD,14228
https://static.nhtsa.gov/images/vehicles/13712_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,2,0,2020,JAGUAR,F-TYPE CONVERTIBLE,2020 Jaguar F-TYPE Convertible 2 DR AWD,14215
https://static.nhtsa.gov/images/vehicles/14096_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,14,7,1,2020,JAGUAR,I-PACE,2020 Jaguar I-PACE SUV AWD,14209
https://static.nhtsa.gov/images/vehicles/13892_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,JAGUAR,XE,2020 Jaguar XE 4 DR RWD,14226
https://static.nhtsa.gov/images/vehicles/14440_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,JAGUAR,XE,2020 Jaguar XE 4 DR AWD,14212
https://static.nhtsa.gov/images/vehicles/13597_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,JAGUAR,XF,2020 Jaguar XF 4 DR RWD,14227
https://static.nhtsa.gov/images/vehicles/13597_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,JAGUAR,XF,2020 Jaguar XF 4 DR AWD,14213
https://static.nhtsa.gov/images/vehicles/14478_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,JAGUAR,XF SPORTBRAKE,2020 Jaguar XF Sportbrake 5HB AWD,14214
https://static.nhtsa.gov/images/vehicles/12680_st0640_046.png,4,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10648P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10648C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10561P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10561C013.wmv,5,5,5,4,Not Rated,0.169,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v08499P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v08499C013.wmv,Standard,Optional,Optional,101,2,0,2020,JEEP,CHEROKEE,2020 Jeep Cherokee SUV 4WD,14273
https://static.nhtsa.gov/images/vehicles/12680_st0640_046.png,4,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10648P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10648C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10561P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10561C013.wmv,5,5,5,4,Not Rated,0.174,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v08499P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v08499C013.wmv,Standard,Optional,Optional,101,2,0,2020,JEEP,CHEROKEE,2020 Jeep Cherokee SUV FWD,14242
https://static.nhtsa.gov/images/vehicles/13049_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10159P083.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10159C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10157P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10157C013.wmv,5,5,5,3,Not Rated,0.206,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10158P071.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10158C014.wmv,Standard,Optional,No,94,1,1,2020,JEEP,COMPASS,2020 Jeep Compass SUV AWD,14274
https://static.nhtsa.gov/images/vehicles/13137_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10159P083.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10159C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10157P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10157C013.wmv,5,5,5,3,Not Rated,0.202,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10158P071.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10158C014.wmv,Standard,Optional,No,94,1,1,2020,JEEP,COMPASS,2020 Jeep Compass SUV FWD,14243
https://static.nhtsa.gov/images/vehicles/13731_st0640_046.png,Not Rated,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10831P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10831C019.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.267,0,No Tip,Not Rated,,,Standard,Optional,No,294,7,0,2020,JEEP,GLADIATOR,2020 Jeep Gladiator PU/CC 4WD,14244
https://static.nhtsa.gov/images/vehicles/13138_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10733P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10733C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10780P101.jpg,,5,5,5,4,Not Rated,0.169,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10779P072.jpg,,Standard,Optional,Optional,122,3,1,2020,JEEP,GRAND CHEROKEE,2020 Jeep Grand Cherokee SUV 4WD,14275
https://static.nhtsa.gov/images/vehicles/13138_st0640_046.png,4,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10733P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10733C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10780P101.jpg,,5,5,5,3,Not Rated,0.204,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10779P072.jpg,,Standard,Optional,Optional,122,3,1,2020,JEEP,GRAND CHEROKEE,2020 Jeep Grand Cherokee SUV 2WD,14245
https://static.nhtsa.gov/images/vehicles/13138_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,122,3,1,2020,JEEP,GRAND CHEROKEE SRT,2020 Jeep Grand Cherokee SRT SUV 4WD,14246
https://static.nhtsa.gov/images/vehicles/13138_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,122,3,1,2020,JEEP,GRAND CHEROKEE TRACKHAWK,2020 Jeep Grand Cherokee Trackhawk SUV 4WD,14247
https://static.nhtsa.gov/images/vehicles/13605_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v09512P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09512C027.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2020/v10959P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10959C013.wmv,5,3,4,3,Not Rated,0.228,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10928P072.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10928C013.wmv,Standard,Optional,No,40,3,0,2020,JEEP,RENEGADE,2020 Jeep Renegade SUV AWD,14276
https://static.nhtsa.gov/images/vehicles/13605_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v09512P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09512C027.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2020/v10959P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10959C013.wmv,5,3,4,4,Not Rated,0.179,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10928P072.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10928C013.wmv,Standard,Optional,No,40,3,0,2020,JEEP,RENEGADE,2020 Jeep Renegade SUV FWD,14248
https://static.nhtsa.gov/images/vehicles/12893_st0640_046.png,Not Rated,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10865P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10865C019.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.279,0,No Tip,Not Rated,,,Standard,Optional,No,370,12,1,2020,JEEP,WRANGLER,2020 Jeep Wrangler SUV 4WD,14249
https://static.nhtsa.gov/images/vehicles/12792_st0640_046.png,Not Rated,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10709P080.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10709C017.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.267,0,No Tip,Not Rated,,,Standard,Optional,No,370,12,1,2020,JEEP,WRANGLER UNLIMITED,2020 Jeep Wrangler Unlimited SUV 4WD,14250
https://static.nhtsa.gov/images/vehicles/12792_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.267,0,No Tip,Not Rated,,,Standard,Optional,No,0,0,0,2020,JEEP,WRANGLER UNLIMITED DIESEL,2020 Jeep Wrangler Unlimited DIESEL SUV 4WD,15174
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,1,2020,KIA,CADENZA,2020 Kia Cadenza 4 DR FWD,14388
https://static.nhtsa.gov/images/vehicles/13863_st0640_046.png,4,4,4,3,https://static.nhtsa.gov/crashTest/images/2020/v10688P080.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10688C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10689P105.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10689C013.wmv,5,5,5,4,Not Rated,0.107,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10687P072.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10687C013.wmv,Standard,Standard,No,43,0,0,2020,KIA,FORTE,2020 Kia Forte 4 DR FWD,14125
https://static.nhtsa.gov/images/vehicles/14400_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,0,2020,KIA,K900,2020 Kia K900 4 DR AWD,14399
https://static.nhtsa.gov/images/vehicles/14400_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,0,2020,KIA,K900,2020 Kia K900 4 DR RWD,14389
https://static.nhtsa.gov/images/vehicles/14399_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,1,2020,KIA,NIRO ELECTRIC,2020 Kia Niro Electric SUV FWD,14395
https://static.nhtsa.gov/images/vehicles/14399_st0640_046.png,4,4,4,3,https://static.nhtsa.gov/crashTest/images/2020/v10763P082.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10763C021.mp4,5,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10764P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10764C013.mp4,5,4,5,4,Not Rated,0.121,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10765P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10765C014.mp4,Standard,Optional,Optional,30,1,1,2020,KIA,NIRO HYBRID,2020 Kia Niro Hybrid SUV FWD,14393
https://static.nhtsa.gov/images/vehicles/14406_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,1,2020,KIA,NIRO PLUG-IN HYBRID,2020 Kia Niro Plug-in Hybrid SUV FWD,14394
https://static.nhtsa.gov/images/vehicles/14056_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2020/v09563P083.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09563C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09547P106.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09547C013.wmv,5,5,5,5,Not Rated,0.098,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09548P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09548C014.wmv,Standard,Standard,Standard,62,0,1,2020,KIA,OPTIMA,2020 Kia Optima 4 DR FWD,14392
https://static.nhtsa.gov/images/vehicles/13704_st0640_046.png,5,5,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.098,0,No Tip,5,,,Standard,Standard,Standard,0,0,2,2020,KIA,OPTIMA HYBRID,2020 Kia Optima Hybrid 4 DR FWD,14107
https://static.nhtsa.gov/images/vehicles/13714_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,0,0,2020,KIA,OPTIMA PLUG-IN HYBRID,2020 Kia Optima Plug-in Hybrid 4 DR FWD,14122
https://static.nhtsa.gov/images/vehicles/13290_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,No,19,1,0,2020,KIA,RIO,2020 Kia Rio 5 HB FWD,14391
